Timestamp,Sensor,X,Y,Z
1426638.821713457,Gyroscope,-0.04,0.1,0.05
1426639.022554603,Gyroscope,0.07,-0.1,0.02
1426639.223395749,Gyroscope,-0.02,-0.04,-0.02
1426639.424236895,Gyroscope,0.07,-0.04,0.08
1426639.625078041,Gyroscope,0.19,0.1,-0.02
1426639.825919551,Gyroscope,0.07,0.31,-0.32
1426640.026761218,Gyroscope,0.12,-0.09,-0.09
1426640.227602885,Gyroscope,0.0,0.2,-0.11
1426640.428444551,Gyroscope,0.0,0.06,-0.04
1426640.629286218,Gyroscope,-0.12,-0.32,0.15
1427469.656318188,Accelerometer,0.06,-0.18,9.83
1427469.857150428,Accelerometer,0.06,-0.18,9.83
1427470.057982459,Accelerometer,0.06,-0.18,9.83
1427470.25881449,Accelerometer,0.06,-0.18,9.83
1427470.459646521,Accelerometer,0.06,-0.18,9.83
1427470.660478553,Accelerometer,0.06,-0.18,9.83
1427470.861310584,Accelerometer,0.06,-0.18,9.82
1427471.062142615,Accelerometer,0.06,-0.18,9.83
1427471.262974646,Accelerometer,0.06,-0.18,9.83
1427471.463806678,Accelerometer,0.06,-0.18,9.83
1427471.664638709,Accelerometer,0.06,-0.18,9.83
1427471.86547074,Accelerometer,0.06,-0.18,9.82
1427472.066302771,Accelerometer,0.06,-0.18,9.82
1427472.267134803,Accelerometer,0.06,-0.18,9.83
1427472.467966834,Accelerometer,0.06,-0.18,9.82
1427472.668798865,Accelerometer,0.06,-0.18,9.83
1427472.869630896,Accelerometer,0.06,-0.18,9.82
1427473.070462928,Accelerometer,0.06,-0.18,9.83
1427473.271294959,Accelerometer,0.06,-0.18,9.83
1427473.47212699,Accelerometer,0.06,-0.18,9.82
1427473.672959021,Accelerometer,0.06,-0.18,9.82
1427473.873791053,Accelerometer,0.06,-0.18,9.83
1427474.074623084,Accelerometer,0.06,-0.18,9.82
1427474.275455115,Accelerometer,0.06,-0.18,9.83
1427474.476287146,Accelerometer,0.06,-0.18,9.83
1427474.677119178,Accelerometer,0.06,-0.18,9.83
1427474.877951209,Accelerometer,0.06,-0.18,9.83
1427475.07878324,Accelerometer,0.06,-0.18,9.83
1427475.279615271,Accelerometer,0.06,-0.18,9.83
1427475.480447303,Accelerometer,0.06,-0.18,9.83
1427475.681279334,Accelerometer,0.06,-0.18,9.83
1427475.882111365,Accelerometer,0.06,-0.18,9.83
1427476.082943396,Accelerometer,0.06,-0.18,9.83
1427476.283775428,Accelerometer,0.06,-0.18,9.83
1427476.484607459,Accelerometer,0.06,-0.18,9.83
1427476.68543949,Accelerometer,0.06,-0.18,9.82
1427476.886271521,Accelerometer,0.06,-0.18,9.82
1427477.087103553,Accelerometer,0.06,-0.17,9.82
1427477.287935584,Accelerometer,0.06,-0.18,9.83
1427477.488767615,Accelerometer,0.06,-0.18,9.83
1427477.689599646,Accelerometer,0.06,-0.17,9.82
1427477.890431678,Accelerometer,0.06,-0.18,9.82
1427478.091263709,Accelerometer,0.06,-0.18,9.83
1427478.29209574,Accelerometer,0.06,-0.18,9.83
1427478.492927771,Accelerometer,0.06,-0.18,9.83
1427478.693759803,Accelerometer,0.06,-0.18,9.83
1427478.894591834,Accelerometer,0.06,-0.18,9.83
1427479.095423865,Accelerometer,0.06,-0.18,9.83
1427479.296255896,Accelerometer,0.06,-0.18,9.83
1427479.497087928,Accelerometer,0.06,-0.18,9.83
1427479.697919959,Accelerometer,0.06,-0.18,9.83
1427479.89875199,Accelerometer,0.06,-0.18,9.83
1427480.099584021,Accelerometer,0.06,-0.18,9.83
1427480.300416053,Accelerometer,0.06,-0.18,9.83
1427480.501248084,Accelerometer,0.06,-0.18,9.83
1427480.702080115,Accelerometer,0.06,-0.18,9.83
1427480.902912146,Accelerometer,0.06,-0.18,9.82
1427481.103744178,Accelerometer,0.06,-0.18,9.83
1427481.304576209,Accelerometer,0.06,-0.18,9.83
1427481.50540824,Accelerometer,0.06,-0.18,9.82
1427481.706240271,Accelerometer,0.06,-0.18,9.83
1427481.907072303,Accelerometer,0.06,-0.18,9.82
1427482.107904334,Accelerometer,0.06,-0.18,9.83
1427482.308736365,Accelerometer,0.06,-0.18,9.82
1427482.509568396,Accelerometer,0.06,-0.18,9.83
1427482.710400428,Accelerometer,0.06,-0.18,9.83
1427482.911232459,Accelerometer,0.06,-0.18,9.82
1427483.11206449,Accelerometer,0.06,-0.18,9.83
1427483.312896521,Accelerometer,0.06,-0.18,9.82
1427483.513728553,Accelerometer,0.06,-0.18,9.83
1427483.714560584,Accelerometer,0.06,-0.18,9.82
1427483.915392615,Accelerometer,0.06,-0.18,9.82
1427484.116224646,Accelerometer,0.06,-0.18,9.83
1427484.317056678,Accelerometer,0.06,-0.18,9.83
1427484.517888709,Accelerometer,0.06,-0.18,9.82
1427484.71872074,Accelerometer,0.06,-0.18,9.83
1427484.919552771,Accelerometer,0.06,-0.18,9.82
1427485.120384803,Accelerometer,0.06,-0.18,9.83
1427485.321216834,Accelerometer,0.06,-0.18,9.83
1427485.522048865,Accelerometer,0.06,-0.18,9.82
1427485.722880896,Accelerometer,0.06,-0.18,9.83
1427485.923712928,Accelerometer,0.06,-0.18,9.83
1427486.124544959,Accelerometer,0.06,-0.18,9.83
1427486.32537699,Accelerometer,0.06,-0.18,9.83
1427486.526209021,Accelerometer,0.06,-0.18,9.83
1427486.727041053,Accelerometer,0.06,-0.18,9.83
1427486.927873084,Accelerometer,0.06,-0.18,9.83
1427487.128705115,Accelerometer,0.06,-0.18,9.82
1427487.329537146,Accelerometer,0.06,-0.18,9.82
1427487.530369178,Accelerometer,0.06,-0.18,9.83
1427487.731201209,Accelerometer,0.06,-0.18,9.83
1427487.93203324,Accelerometer,0.06,-0.18,9.83
1427488.132865271,Accelerometer,0.06,-0.18,9.82
1427488.333697303,Accelerometer,0.06,-0.18,9.82
1427488.534529334,Accelerometer,0.06,-0.18,9.83
1427488.735361365,Accelerometer,0.06,-0.18,9.82
1427488.936193396,Accelerometer,0.06,-0.18,9.82
1427489.137025428,Accelerometer,0.06,-0.18,9.82
1427489.337857459,Accelerometer,0.06,-0.18,9.83
1427489.53868949,Accelerometer,0.06,-0.18,9.83
1427489.739521521,Accelerometer,0.06,-0.18,9.83
1427489.940353605,Accelerometer,0.06,-0.18,9.83
1427490.141185896,Accelerometer,0.06,-0.18,9.82
1427490.342018188,Accelerometer,0.06,-0.18,9.82
1427490.54285048,Accelerometer,0.06,-0.18,9.82
1427490.743682771,Accelerometer,0.06,-0.18,9.83
1427490.944515063,Accelerometer,0.06,-0.18,9.83
1427491.145347355,Accelerometer,0.06,-0.18,9.83
1427491.346179646,Accelerometer,0.06,-0.18,9.82
1427491.547011938,Accelerometer,0.06,-0.18,9.83
1427491.74784423,Accelerometer,0.06,-0.18,9.82
1427491.948676521,Accelerometer,0.06,-0.18,9.83
1427492.149508813,Accelerometer,0.06,-0.18,9.82
1427492.350341105,Accelerometer,0.06,-0.18,9.82
1427492.551173396,Accelerometer,0.06,-0.18,9.83
1427492.752005688,Accelerometer,0.06,-0.18,9.83
1427492.95283798,Accelerometer,0.06,-0.18,9.83
1427493.153670271,Accelerometer,0.06,-0.18,9.83
1427493.354502459,Accelerometer,0.06,-0.18,9.82
1427493.55533449,Accelerometer,0.06,-0.18,9.82
1427493.756166521,Accelerometer,0.06,-0.18,9.83
1427493.956998553,Accelerometer,0.06,-0.18,9.83
1427494.157830584,Accelerometer,0.06,-0.18,9.83
1427494.358662615,Accelerometer,0.06,-0.18,9.83
1427494.559494646,Accelerometer,0.06,-0.18,9.83
1427494.760326678,Accelerometer,0.06,-0.18,9.82
1427494.961158709,Accelerometer,0.06,-0.18,9.82
1427495.16199074,Accelerometer,0.06,-0.18,9.82
1427495.362822771,Accelerometer,0.06,-0.18,9.82
1427495.563654803,Accelerometer,0.06,-0.18,9.82
1427495.764486834,Accelerometer,0.06,-0.18,9.82
1427495.965318917,Accelerometer,0.06,-0.18,9.82
1427496.166151209,Accelerometer,0.06,-0.18,9.82
1427496.366983657,Accelerometer,0.06,-0.18,9.82
1427496.567816209,Accelerometer,0.06,-0.18,9.82
1427496.768648761,Accelerometer,0.06,-0.18,9.83
1427496.969481313,Accelerometer,0.06,-0.18,9.82
1427497.170313865,Accelerometer,0.06,-0.18,9.82
1427497.371146417,Accelerometer,0.06,-0.18,9.82
1427497.571978969,Accelerometer,0.06,-0.18,9.82
1427497.772811521,Accelerometer,0.06,-0.18,9.82
1427497.973644073,Accelerometer,0.06,-0.18,9.82
1427498.174476626,Accelerometer,0.06,-0.18,9.82
1427498.375309178,Accelerometer,0.06,-0.18,9.82
1427498.57614173,Accelerometer,0.06,-0.18,9.82
1427498.776974282,Accelerometer,0.06,-0.18,9.82
1427498.977806834,Accelerometer,0.06,-0.18,9.82
1427499.178639438,Accelerometer,0.06,-0.18,9.82
1427499.379472251,Accelerometer,0.06,-0.18,9.82
1427499.580305219,Accelerometer,0.06,-0.18,9.82
1427499.781138292,Accelerometer,0.06,-0.18,9.82
1427499.981971365,Accelerometer,0.06,-0.18,9.82
1427500.182804438,Accelerometer,0.06,-0.18,9.82
1427500.383637511,Accelerometer,0.06,-0.18,9.82
1427500.584470584,Accelerometer,0.06,-0.18,9.82
1427500.785303657,Accelerometer,0.06,-0.18,9.82
1427500.98613673,Accelerometer,0.06,-0.18,9.82
1427501.186969803,Accelerometer,0.06,-0.18,9.82
1427501.387802876,Accelerometer,0.06,-0.18,9.82
1427501.588635948,Accelerometer,0.06,-0.18,9.82
1427501.789469021,Accelerometer,0.06,-0.18,9.82
1427501.990302146,Accelerometer,0.06,-0.18,9.82
1427502.19113548,Accelerometer,0.06,-0.18,9.82
1427502.391968813,Accelerometer,0.06,-0.18,9.82
1427502.592802251,Accelerometer,0.06,-0.18,9.82
1427502.793635844,Accelerometer,0.06,-0.18,9.82
1427502.994469438,Accelerometer,0.06,-0.18,9.82
1427503.195303032,Accelerometer,0.06,-0.18,9.82
1427503.396136626,Accelerometer,0.06,-0.18,9.82
1427503.596970219,Accelerometer,0.06,-0.18,9.82
1427503.797803813,Accelerometer,0.06,-0.18,9.82
1427503.998637407,Accelerometer,0.06,-0.18,9.82
1427504.199471001,Accelerometer,0.06,-0.18,9.82
1427504.400304594,Accelerometer,0.06,-0.18,9.82
1427504.601138188,Accelerometer,0.06,-0.18,9.82
1427504.801971782,Accelerometer,0.06,-0.18,9.82
1427505.002805376,Accelerometer,0.06,-0.18,9.82
1427505.203638969,Accelerometer,0.06,-0.18,9.83
1427505.404472771,Accelerometer,0.06,-0.18,9.82
1427505.605306626,Accelerometer,0.06,-0.18,9.82
1427505.80614048,Accelerometer,0.06,-0.18,9.82
1427506.006974334,Accelerometer,0.06,-0.18,9.82
1427506.207808188,Accelerometer,0.06,-0.18,9.82
1427506.408642042,Accelerometer,0.06,-0.18,9.82
1427506.609475896,Accelerometer,0.06,-0.18,9.83
1427506.810309751,Accelerometer,0.06,-0.18,9.82
1427507.011143605,Accelerometer,0.06,-0.18,9.83
1427507.211977459,Accelerometer,0.06,-0.18,9.83
1427507.412811313,Accelerometer,0.06,-0.18,9.83
1427507.613645167,Accelerometer,0.06,-0.18,9.83
1427507.814479021,Accelerometer,0.06,-0.18,9.82
1427508.015312876,Accelerometer,0.06,-0.18,9.82
1427508.21614673,Accelerometer,0.06,-0.18,9.83
1427508.416980584,Accelerometer,0.06,-0.18,9.82
